gene	expression_proximity_product_sum	seqid	source	type	start	end	score	strand	phase	attributes	nectophore_developing	gastrozooid_mature	palpon_mature	gastrozooid_developing	palpon_developing	gonodendron_female_mature	pneumatophore_mature	gonodendron_male_mature	max_treatment
ANN00113	7.035216042716568	NSv0.8_hap2_LG1	maker	gene	9441005	9442207	.	+	.	ID=ANN00113;Note=Similar to IDH3G: Isocitrate dehydrogenase [NAD] subunit gamma%2C mitochondrial (Fragment) (Macaca fascicularis OX%3D9541);	943.155702454764	1052.51317226096	1253.28838430559	749.0451374997	1324.98098639611	647.147631769829	1183.06293631152	20728.5358981648	gonodendron_male_mature
ANN00116	-0.20491621452403397	NSv0.8_hap2_LG1	maker	gene	9478414	9479388	.	+	.	ID=ANN00116;Note=Protein of unknown function;	0.694212914807119	119.190236567991	7406.4644725273	36.3544980664162	1574.32325877066	0.647175728156779	0.859615330561044	20.1180904509837	palpon_mature
ANN00118	1.164477979049958	NSv0.8_hap2_LG1	maker	gene	9502181	9502978	.	-	.	ID=ANN00118;Note=Similar to FOS-FOX: Transforming protein v-Fos/v-Fox (FBR murine osteosarcoma virus OX%3D353765);	12.4050466133504	84.783741452834	114.709085015507	72.3837576127398	32.0292601733989	5.80569069836301	475.622533334641	104.454819257709	pneumatophore_mature
ANN00120	-2.6509871904151314	NSv0.8_hap2_LG1	maker	gene	9550388	9612151	.	-	.	ID=ANN00120;Note=Similar to Nup188: Nucleoporin NUP188 homolog (Mus musculus OX%3D10090);	723.008219057361	545.928158195137	313.426131189966	504.532210397053	628.381735501867	478.039735684848	2277.14006779303	196.014202358868	pneumatophore_mature
ANN00123	5.9987168126219945	NSv0.8_hap2_LG1	maker	gene	9678375	9679214	.	-	.	ID=ANN00123;Note=Similar to DGCR6L: Protein DGCR6L (Homo sapiens OX%3D9606);	54.6559234338394	59.3375047825097	24.0168736409778	83.5314884315177	45.005063448609	82.6375207709062	38.666310473045	479.265122914645	gonodendron_male_mature
ANN00126	-0.6039034167802666	NSv0.8_hap2_LG1	maker	gene	9815233	9816429	.	-	.	ID=ANN00126;Note=Similar to FUT3: 3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase FUT3 (Bos taurus OX%3D9913);	0.0	36.4476527851639	39.6390412814198	11.5954672550068	26.6239628285958	0.637828439139885	312.098578592665	0.0	pneumatophore_mature
ANN00132	-4.845608674903307	NSv0.8_hap2_LG1	maker	gene	10297308	10325247	.	-	.	ID=ANN00132;Note=Similar to RTase: Probable RNA-directed DNA polymerase from transposon BS (Drosophila melanogaster OX%3D7227);	3923.91791118614	3820.43622194175	3909.70024226328	1654.49530321613	3099.22574324737	7633.67703917589	2530.11548240255	756.788971833714	gonodendron_female_mature
ANN00136	5.01401378084297	NSv0.8_hap2_LG1	maker	gene	10510401	10537567	.	-	.	ID=ANN00136;Note=Similar to Rnf40: E3 ubiquitin-protein ligase BRE1B (Rattus norvegicus OX%3D10116);	571.951172145268	634.500220508536	587.338847818616	815.809070412335	594.521658229273	952.359234542041	372.603197069314	3088.14334348587	gonodendron_male_mature
ANN00154	1.250592991787546	NSv0.8_hap2_LG1	maker	gene	13123038	13129094	.	-	.	ID=ANN00154;Note=Protein of unknown function;	11.0980613575316	5959.10394192688	60.5958161967073	2220.08844212651	98.7462664247241	5.28938214770371	7.03255457315218	76.623902330938	gastrozooid_mature
ANN00157	3.2183775417739353	NSv0.8_hap2_LG1	maker	gene	13270908	13272863	.	-	.	ID=ANN00157;Note=Similar to Prc1: Protein regulator of cytokinesis 1 (Mus musculus OX%3D10090);	301.51173481084	157.73089276213	112.547002486738	325.221290120711	289.701603752818	619.051740863555	216.289312620831	30976.8449921637	gonodendron_male_mature
ANN00160	2.9562170563528882	NSv0.8_hap2_LG1	maker	gene	13492820	13493947	.	+	.	ID=ANN00160;Note=Similar to IQCG: Dynein regulatory complex protein 9 (Homo sapiens OX%3D9606);	128.899916914498	273.582033232289	229.440405695306	124.713701198103	227.690830824082	412.745769457624	220.097212689749	66918.9562150033	gonodendron_male_mature
ANN00167	2.9708842591163442	NSv0.8_hap2_LG1	maker	gene	13880808	13887416	.	+	.	ID=ANN00167;Note=Similar to CPD: Carboxypeptidase D (Homo sapiens OX%3D9606);	54.5956928007026	405.102596540909	146.550985053218	218.095392352683	108.587107614541	46.965282015538	79.400723642984	157.014290440646	gastrozooid_mature
ANN00168	2.892980246236653	NSv0.8_hap2_LG1	maker	gene	13906661	13915831	.	+	.	ID=ANN00168;Note=Similar to Cpd: Carboxypeptidase D (Rattus norvegicus OX%3D10116);	116.747967409866	687.431978921489	255.341750871694	292.098263375212	169.57237070927	84.1404912009802	183.579848408602	198.25617511255	gastrozooid_mature
ANN00169	-1.276269975313447	NSv0.8_hap2_LG1	maker	gene	13978056	13989597	.	-	.	ID=ANN00169;Note=Similar to SBSPON: Somatomedin-B and thrombospondin type-1 domain-containing protein (Homo sapiens OX%3D9606);	593.625610891382	47.9288929712773	1145.48782788797	62.9224911617282	203.31602403815	284.439744147518	1594.08434142901	156.814099328998	pneumatophore_mature
ANN00171	1.496468814655215	NSv0.8_hap2_LG1	maker	gene	14200595	14210021	.	+	.	ID=ANN00171;Note=Similar to Pepd: Xaa-Pro dipeptidase (Mus musculus OX%3D10090);	14.6008473486973	60.6484542406844	472.883878661923	28.8116050147767	155.399706041613	26.168430762411	55.1955437219536	0.0	palpon_mature
ANN00172	1.2527667520273802	NSv0.8_hap2_LG1	maker	gene	14234566	14235024	.	-	.	ID=ANN00172;Note=Similar to yxiE: Universal stress protein YxiE (Bacillus subtilis (strain 168) OX%3D224308);	739.21480066765	8066.50381272054	14354.7372749864	1702.1789072749	7766.31380712504	752.543616488361	14052.9638652062	1985.99684278141	palpon_mature
ANN00180	0.7892645459100381	NSv0.8_hap2_LG1	maker	gene	14943523	14947181	.	-	.	ID=ANN00180;Note=Similar to Atp5mc2: ATP synthase F(0) complex subunit C2%2C mitochondrial (Mus musculus OX%3D10090);	1373.1971081665	1896.28539841016	1325.63368704382	1836.03731769127	1708.86097875821	2734.85790038561	2408.33937950141	9885.458432195	gonodendron_male_mature
ANN00194	2.5520344743113124	NSv0.8_hap2_LG1	maker	gene	15985334	15998634	.	+	.	ID=ANN00194;Note=Similar to EPHA4: Ephrin type-A receptor 4 (Gallus gallus OX%3D9031);	0.304655982686885	418.74403634304	35.1674155119443	34.7023015937573	6.25816174007999	7.80140972670421	0.0	0.0	gastrozooid_mature
ANN00195	3.816756301894359	NSv0.8_hap2_LG1	maker	gene	16036289	16047016	.	-	.	ID=ANN00195;Note=Similar to Tuba1c: Tubulin alpha-1C chain (Mus musculus OX%3D10090);	356.367715681362	944.288730657319	3538.59228386541	914.442915678097	789.92356954949	181.212228105901	170.456696321991	1133.09833734644	palpon_mature
ANN00199	-3.0416196281466146	NSv0.8_hap2_LG1	maker	gene	16335426	16338065	.	+	.	ID=ANN00199;Note=Similar to Tuba1c: Tubulin alpha-1C chain (Mus musculus OX%3D10090);	243.538388974893	149.838086026876	51.4425316566913	74.1929524525781	49.9792211479763	90.0991379141768	153.46544686096	16.6921618915802	nectophore_developing
ANN00204	2.2544548588131286	NSv0.8_hap2_LG1	maker	gene	16525510	16526739	.	+	.	ID=ANN00204;Note=Similar to Prkg1: cGMP-dependent protein kinase 1 (Mus musculus OX%3D10090);	34.2322705116717	724.14270279552	159.484403401719	163.461728994947	111.578925770202	8.28127596241369	55.9435345845617	0.0	gastrozooid_mature
ANN00205	0.5753478782776792	NSv0.8_hap2_LG1	maker	gene	16579016	16592276	.	+	.	ID=ANN00205;Note=Similar to ZNF845: Zinc finger protein 845 (Homo sapiens OX%3D9606);	536.399363156696	239.560603151674	690.280138304053	252.887502349121	504.299948861044	263.774284871183	261.742737208315	23.8235621998164	palpon_mature
ANN00208	-1.1472266913026754	NSv0.8_hap2_LG1	maker	gene	16688371	16689039	.	+	.	ID=ANN00208;Note=Similar to High mobility group protein homolog TDP-1 (Trypanosoma brucei rhodesiense OX%3D31286);	3461.3181095692	2752.02212986623	2388.21218033799	3949.761259015	4114.65848069248	2208.15891803679	1095.13624023108	10144.141820735	gonodendron_male_mature
ANN00209	-0.48894358999145116	NSv0.8_hap2_LG1	maker	gene	16692029	16693090	.	+	.	ID=ANN00209;Note=Similar to CRYZL1: Quinone oxidoreductase-like protein 1 (Bos taurus OX%3D9913);	85.57279734566	65.5170807992418	101.261602938355	127.449056511807	115.086740214173	384.413246209187	70.0809938344998	167.856822417613	gonodendron_female_mature
ANN00212	-2.539272847728243	NSv0.8_hap2_LG1	maker	gene	16872975	16881694	.	+	.	ID=ANN00212;Note=Similar to Srsf4: Serine/arginine-rich splicing factor 4 (Mus musculus OX%3D10090);	183.600888617747	225.177610049194	68.3212493258263	242.698679118637	192.602735821402	96.2588933013647	85.6893303852572	30.9635276188113	gastrozooid_developing
ANN00213	-1.4131272863567117	NSv0.8_hap2_LG1	maker	gene	16882176	16884871	.	+	.	ID=ANN00213;Note=Protein of unknown function;	820.157768621097	1123.64625279473	443.15869302782	1207.20631341606	715.264769962011	362.928301003893	322.078427182703	260.439014934517	gastrozooid_developing
ANN00216	-0.06073563633921475	NSv0.8_hap2_LG1	maker	gene	17253903	17254242	.	+	.	ID=ANN00216;Note=Similar to Hmcn1: Hemicentin-1 (Mus musculus OX%3D10090);	0.0	1.06041463151032	2.69535160821735	0.0	0.0	577.207938946801	0.0	53.3686641498469	gonodendron_female_mature
ANN00217	-0.03335664002621386	NSv0.8_hap2_LG1	maker	gene	17256624	17268130	.	+	.	ID=ANN00217;Note=Similar to HMCN1: Hemicentin-1 (Homo sapiens OX%3D9606);	6.52553727419654	4.34596235350788	10.0705842381043	2.56697332794794	2.5146495662241	1283.46631271083	4.22255144391259	98.1558390681173	gonodendron_female_mature
ANN00218	-0.034181653033922954	NSv0.8_hap2_LG1	maker	gene	17274726	17279091	.	+	.	ID=ANN00218;Note=Similar to HMCN1: Hemicentin-1 (Homo sapiens OX%3D9606);	0.317967384076409	0.0	0.857001044155637	2.46445737596479	0.19126526305753	1213.38826832713	1.15773512654667	131.325532090941	gonodendron_female_mature
ANN00219	-0.0024812331604949778	NSv0.8_hap2_LG1	maker	gene	17283593	17288306	.	+	.	ID=ANN00219;Note=Similar to Hmcn1: Hemicentin-1 (Mus musculus OX%3D10090);	0.655322254680477	7.95831480931848	1.31423960049982	5.40461161960772	3.97130471239283	2181.5002189031	5.35103788275205	176.52070573369	gonodendron_female_mature
ANN00220	4.068072599851684	NSv0.8_hap2_LG1	maker	gene	17335120	17340182	.	-	.	ID=ANN00220;Note=Similar to GGT1: Glutathione hydrolase 1 proenzyme (Homo sapiens OX%3D9606);	150.184346412874	175.492992256482	375.13620589827	82.6086315410585	147.284490698072	21.0325373596717	48.5650744442103	104.797235225365	palpon_mature
ANN00225	3.81928357353435	NSv0.8_hap2_LG1	maker	gene	17528359	17539113	.	-	.	ID=ANN00225;Note=Similar to CHI1: Chitinase 1 (Rhizopus niveus OX%3D4844);	8.97392116675044	1005.68517607239	86111.4821327645	179.689041209225	28369.1551602617	4.2338702000494	6.95314060541059	175.074853230214	palpon_mature
ANN00226	2.673679149842751	NSv0.8_hap2_LG1	maker	gene	17566794	17568686	.	+	.	ID=ANN00226;Note=Similar to ZNF358: Zinc finger protein 358 (Homo sapiens OX%3D9606);	104.37245147322	171.737425207788	399.624527034943	97.1278263403383	70.8888354474678	64.1895158441247	236.565244303755	20.2593619492591	palpon_mature
ANN00230	-1.4430054005200645	NSv0.8_hap2_LG1	maker	gene	18218111	18230385	.	-	.	ID=ANN00230;Note=Similar to NEK2: Serine/threonine-protein kinase Nek2 (Homo sapiens OX%3D9606);	107.45089245657	40.4394157893297	9.92355006108632	75.8211645813175	57.4992222460664	224.271729735554	54.3163338451326	1025.16134922052	gonodendron_male_mature
ANN00231	4.437979388272224	NSv0.8_hap2_LG1	maker	gene	18276661	18280974	.	-	.	ID=ANN00231;Note=Similar to unc-4: Homeobox protein unc-4 (Caenorhabditis elegans OX%3D6239);	12.3193493611217	293.767171780585	446.114130682969	77.3462533082695	129.791013374202	0.772653402078583	8.04117219466026	6.81231433253676	palpon_mature
ANN00240	4.33049087743522	NSv0.8_hap2_LG1	maker	gene	19462711	19466808	.	-	.	ID=ANN00240;Note=Similar to TMPRSS2: Transmembrane protease serine 2 (Homo sapiens OX%3D9606);	7.10546259240651	1039.89850925896	8221.66736123787	95.7110290623155	2267.79165773217	0.254575796866361	2.66009482149761	17.0522452854594	palpon_mature
ANN00241	-0.9089620373392681	NSv0.8_hap2_LG1	maker	gene	19498135	19504238	.	+	.	ID=ANN00241;Note=Similar to ACADSB: Short/branched chain specific acyl-CoA dehydrogenase%2C mitochondrial (Homo sapiens OX%3D9606);	330.968108037073	375.87500959059	387.430701751905	337.501051773066	329.959299245726	393.722513743424	186.100663741945	3290.56673114467	gonodendron_male_mature
ANN00249	-2.4169690757824926	NSv0.8_hap2_LG1	maker	gene	20113912	20118192	.	+	.	ID=ANN00249;Note=Protein of unknown function;	4801.47357797281	74.6491391448954	233.785844787677	19.6408937301046	44.9244841494744	11.5337007655145	113.277880785863	90.9760827465095	nectophore_developing
ANN00261	4.08057951176951	NSv0.8_hap2_LG1	maker	gene	20706759	20708249	.	-	.	ID=ANN00261;Note=Similar to CYP4C1: Cytochrome P450 4C1 (Blaberus discoidalis OX%3D6981);	21.7537622154227	43.5480049473447	1893.62511888928	10.8256797161109	317.788734635777	11.47828377955	67.7628562478062	0.0	palpon_mature
ANN00267	0.0	NSv0.8_hap2_LG1	maker	gene	20824199	20826631	.	+	.	ID=ANN00267;Note=Similar to psmD10: 26S proteasome non-ATPase regulatory subunit 10 (Dictyostelium discoideum OX%3D44689);	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4322.56879028447	gonodendron_male_mature
ANN00285	3.515608741761201	NSv0.8_hap2_LG1	maker	gene	22412245	22431760	.	-	.	ID=ANN00285;Note=Similar to nas-14: Zinc metalloproteinase nas-14 (Caenorhabditis elegans OX%3D6239);	26.8100787804042	419.573066151712	7269.22759118294	51.5494920354612	1461.04398324339	0.0	3.35602859100411	6.67051353071066	palpon_mature
ANN00286	-4.019572589676372	NSv0.8_hap2_LG1	maker	gene	22781281	22786379	.	+	.	ID=ANN00286;Note=Similar to sox11: Transcription factor Sox-11 (Xenopus tropicalis OX%3D8364);	205.013064367005	361.172203576988	127.626581250152	315.830335637007	233.044873748211	55.880312485075	90.7696631543305	26.5557540632545	gastrozooid_mature
ANN00291	0.9534743576320396	NSv0.8_hap2_LG1	maker	gene	23431106	23445301	.	+	.	ID=ANN00291;Note=Similar to HUWE1: E3 ubiquitin-protein ligase HUWE1 (Homo sapiens OX%3D9606);	1029.17067641958	1180.66963413811	861.968684201564	954.582147201677	1283.01662641626	1216.34853788952	907.880231744316	17240.4192954792	gonodendron_male_mature
ANN00292	-1.7622402958146899	NSv0.8_hap2_LG1	maker	gene	23515017	23520001	.	+	.	ID=ANN00292;Note=Similar to kidins220b: Kinase D-interacting substrate of 220 kDa B (Danio rerio OX%3D7955);	107.204078948407	165.275215414517	367.07571946181	215.719490945146	189.623224788767	94.635951833592	758.448060757143	79.0965619227783	pneumatophore_mature
ANN00293	-0.3168398197400951	NSv0.8_hap2_LG1	maker	gene	23943209	23944216	.	-	.	ID=ANN00293;Note=Similar to Hs2st: Heparin sulfate O-sulfotransferase (Drosophila melanogaster OX%3D7227);	93.4014133422165	45.8747727848141	41.6418926693794	76.0122566886174	71.8358468039227	321.794508797883	46.9489890163425	3.33405486229901	gonodendron_female_mature
ANN00294	0.3338962848053366	NSv0.8_hap2_LG1	maker	gene	23946276	23947125	.	-	.	ID=ANN00294;Note=Similar to THOC7: THO complex subunit 7 homolog (Homo sapiens OX%3D9606);	143.580411461961	132.283759636046	59.8026542772619	197.073182690167	140.860479266098	1300.81202868288	101.609034569413	29.4287712479864	gonodendron_female_mature
